total_tokens,total_bytes,compression,token_span_score,raw_identifier_splitting_score,identifier_splitting_score,identifier_fertility
3553,12811,3.6056853363354913,1.3580073177596397,0.2973548939815809,0.6508870564717644,2.8575712143928036
635,2511,3.9543307086614172,1.332283464566929,0.4348784941705295,0.6857353560893384,2.831858407079646
242,969,4.0041322314049586,1.3553719008264462,0.1,0.8666666666666667,1.2333333333333334
499,2043,4.094188376753507,1.4949899799599198,0.11844336219336221,0.8939393939393939,1.6818181818181819
1027,5262,5.123661148977605,1.3816942551119766,0.37866666666666704,0.9459999999999998,1.8066666666666666
151,546,3.615894039735099,1.5629139072847682,0.05714285714285714,0.9285714285714286,1.5714285714285714
1767,7779,4.402376910016978,1.7096774193548387,0.16214177978883862,0.9609728506787331,1.1312217194570136
95,348,3.663157894736842,1.2210526315789474,0.52,1.0,2.4
1323,3875,2.928949357520786,1.4761904761904763,0.24865740740740722,0.9488194444444445,1.3527777777777779
1179,4776,4.0508905852417305,1.3282442748091603,0.39996558996559006,0.809496336996337,3.0153846153846153
11533,44598,3.866990375444377,1.465013439694789,0.2093396282044692,0.8383188473429398,2.1077991016741526
737,2745,3.724559023066486,1.2930800542740841,0.22169051528657432,0.7402566033000816,2.611111111111111
1079,3290,3.0491195551436516,1.5690454124189064,0.16788464560741795,0.9645214521452146,1.1914191419141915
1670,6734,4.0323353293413176,1.3497005988023951,0.281718061674009,0.8986784140969163,1.3656387665198237
2419,7917,3.2728400165357585,1.3737081438610996,0.20141209228321402,0.7501193317422434,2.3389021479713605
396,1880,4.747474747474747,1.1237373737373737,0.28735632183908044,0.9264367816091954,1.4137931034482758
7455,18967,2.5441985244802146,1.3392354124748491,0.5060530093752686,0.5277418963465477,4.9916943521594686
142,756,5.323943661971831,1.380281690140845,0.13333333333333333,0.7266666666666668,3.466666666666667
9284,38029,4.096186988367083,1.4298793623438173,0.39489252361893956,0.849396616660768,2.379245283018868
2575,9370,3.6388349514563108,1.4745631067961165,0.2879554105492122,0.8091149334624049,2.00489396411093
2734,11372,4.1594732991953185,1.478054133138259,0.3375033402811179,0.857472876917321,2.0723905723905722
2291,9357,4.084242688782191,1.4220864251418595,0.12557319223985894,0.8464261173444846,2.4104308390022675
276,1021,3.699275362318841,1.181159420289855,0.32477954144620813,0.9253086419753087,2.6666666666666665
4551,17407,3.824873654141947,1.4108987035816305,0.3060753712855481,0.8481155428887729,2.149336283185841
1532,6008,3.9216710182767622,1.5052219321148825,0.3527572016460904,0.9629629629629629,1.3234567901234568
2222,8796,3.9585958595859587,1.4396939693969397,0.30539475663883237,0.8103795230572477,2.090047393364929
9202,30310,3.293849163225386,1.5297761356226907,0.12371597329224454,0.5052608408540611,1.8012326656394453
400,1799,4.4975,1.185,0.40625,0.96875,1.5
6317,23254,3.6811777742599334,1.4396074085800221,0.4080491467930279,0.8354919210751183,1.9029363784665578
2770,10666,3.8505415162454875,1.375812274368231,0.19708061999728665,0.6908831908831907,1.8974358974358974
1902,7505,3.9458464773922186,1.4127234490010516,0.20960268364114504,0.8097844463229086,2.42603550295858
319,860,2.695924764890282,1.536050156739812,0.21890547263681598,0.9701492537313433,1.3582089552238805
302,1255,4.155629139072848,1.3543046357615893,0.5220238095238094,0.9625,2.25
614,2729,4.444625407166124,1.0765472312703583,0.2653180153180153,0.431656522258026,5.857142857142857
2315,6817,2.944708423326134,1.254427645788337,0.34360544217687095,0.705918367346939,2.1314285714285712
502,1651,3.2888446215139444,1.3904382470119523,0.09329623741388446,0.9354209979209979,2.445945945945946
344,868,2.5232558139534884,1.555232558139535,0.15434782608695652,0.7195652173913043,1.5072463768115942
724,2697,3.7251381215469612,1.2803867403314917,0.371893336548509,0.8015873015873016,2.8505747126436782
1354,6258,4.621861152141802,1.5125553914327918,0.2474342572850036,0.7589339019189766,1.9761194029850746
1075,3858,3.5888372093023255,1.4809302325581395,0.3493355481727574,0.8100221483942412,2.124031007751938
4435,17939,4.044870349492672,1.3957158962795941,0.37797466422466414,0.8046199633699633,1.7282051282051283
9070,34791,3.835832414553473,1.5380374862183022,0.2518402933273623,0.8761973180076632,1.8172413793103448
234,1171,5.004273504273504,1.2136752136752136,0.4292929292929293,0.7792207792207791,2.272727272727273
664,2441,3.6762048192771086,1.3569277108433735,0.25292857142857134,0.5357857142857142,2.85
83,276,3.325301204819277,1.6746987951807228,0.05,0.85,1.0
2467,10121,4.102553708958249,1.4527766518038103,0.23419879062736187,0.8801284958427812,2.0214285714285714
7331,23415,3.193970808893739,1.4007638794161779,0.4030548904850574,0.7781036623215395,2.9711359404096833
