total_tokens,total_bytes,compression,token_span_score,raw_identifier_splitting_score,identifier_splitting_score,identifier_fertility
177,676,3.8192090395480225,0.0,0.5,1.0,1.0
123,268,2.178861788617886,0.0,0.4876543209876543,0.8888888888888888,1.2222222222222223
1802,5468,3.034406215316315,0.0,0.4348108672126799,0.8332427475176719,1.86404833836858
408,1381,3.3848039215686274,0.0,0.5378709454796412,0.7916666666666666,2.760869565217391
306,908,2.9673202614379086,0.0,0.6314207650273224,0.7909836065573771,2.0655737704918034
2351,8699,3.7001276052743513,0.0,0.5380857898715041,0.8421938775510205,1.6333333333333333
3582,9966,2.782244556113903,0.0,0.6507469360857208,0.8929292086418248,1.5899532710280373
2279,6772,2.9714787187362877,0.0,0.5636343631722559,0.9435260980547484,1.5489833641404807
3197,9154,2.8633093525179856,0.0,0.5820864836185169,0.7819936331078393,1.5696378830083566
67,231,3.4477611940298507,0.0,0.2222222222222222,1.0,1.0
124,402,3.2419354838709675,0.0,0.4333333333333333,0.8333333333333333,1.6
499,1327,2.659318637274549,0.0,0.5398148148148147,0.7777777777777778,2.077777777777778
1845,5462,2.9604336043360435,0.0,0.6506995727583964,0.731854256854257,4.254901960784314
194,450,2.3195876288659796,0.0,0.6216216216216216,0.8918918918918919,1.1081081081081081
191,448,2.345549738219895,0.0,0.581845238095238,0.876984126984127,1.3888888888888888
393,1003,2.5521628498727735,0.0,0.503584229390681,0.7661290322580645,1.3548387096774193
201,425,2.1144278606965172,0.0,0.5301226551226551,0.7774943310657596,1.8095238095238095
364,1343,3.6895604395604398,0.0,0.6190476190476191,0.6884920634920635,2.3333333333333335
2310,6193,2.6809523809523808,0.0,0.7869926739926747,0.9386813186813187,1.6307692307692307
1351,3534,2.6158401184307922,0.0,0.5357903892150471,0.7791258969341162,2.269406392694064
3145,8953,2.8467408585055645,0.0,0.7151190476190474,0.8914189189189189,1.585135135135135
5658,16140,2.852598091198303,0.0,0.4879924120860677,0.7004690341548349,1.972809667673716
560,1553,2.773214285714286,0.0,0.4745370370370371,0.7409722222222224,1.5972222222222223
473,1603,3.3890063424947146,0.0,0.3333333333333333,0.6414893617021277,1.5106382978723405
4145,11562,2.789384800965018,0.0,0.5755715470267708,0.8479359156597955,1.6691542288557213
461,1403,3.0433839479392626,0.0,0.5380116959064326,0.9298245614035088,1.8421052631578947
1030,3257,3.162135922330097,0.0,0.43330044725072353,0.5892528282031044,2.0607734806629834
11071,32184,2.9070544666245146,0.0,0.4520287443916698,0.6968000667739569,3.369886858137511
833,2454,2.9459783913565425,0.0,0.5314105045812364,0.86869918699187,1.7317073170731707
542,2133,3.9354243542435423,0.0,0.3792857142857143,0.5611805555555556,4.45
73,177,2.4246575342465753,0.0,0.49090909090909096,0.7636363636363637,1.7272727272727273
1732,4823,2.7846420323325636,0.0,0.738237639553429,0.9580143540669857,1.5382775119617225
3217,9316,2.8958657133975754,0.0,0.4950960817913609,0.8346866533561812,1.703862660944206
505,1462,2.895049504950495,0.0,0.37109187109187114,0.7015632515632516,1.6565656565656566
744,2132,2.8655913978494625,0.0,0.533529411764706,0.9147058823529411,1.4764705882352942
666,1644,2.4684684684684686,0.0,0.5737777777777777,0.8826666666666667,1.2666666666666666
54,177,3.2777777777777777,0.0,0.25,0.5,2.5
284,923,3.25,0.0,0.4891666666666665,0.8775,1.95
806,2440,3.0272952853598016,0.0,0.5232683982683983,0.9253246753246753,1.2012987012987013
1002,2659,2.653692614770459,0.0,0.6411249423697555,0.8787344398340249,1.5477178423236515
634,1627,2.5662460567823344,0.0,0.43578703703703703,0.7667592592592594,1.6833333333333333
643,1645,2.558320373250389,0.0,0.39095580678314495,0.8261390887290169,1.3453237410071943
1675,6342,3.786268656716418,0.0,0.8928571428571429,0.8979591836734694,1.9948979591836735
426,1390,3.2629107981220655,0.0,0.5092592592592592,0.9274376417233561,1.5396825396825398
381,1013,2.658792650918635,0.0,0.5135135135135135,0.8783783783783784,1.2027027027027026
403,1344,3.334987593052109,0.0,0.6238095238095238,0.7916666666666666,1.7619047619047619
9030,27529,3.0486157253599115,0.0,0.6351727487131312,0.8273930344213943,1.88039457459926
618,1498,2.423948220064725,0.0,0.6137135474344777,0.9306201550387598,1.3488372093023255
446,1268,2.8430493273542603,0.0,0.4560192616372392,0.7369181380417336,1.6404494382022472
752,1903,2.5305851063829787,0.0,0.2684343434343434,0.6837121212121212,1.3484848484848484
1105,2942,2.662443438914027,0.0,0.5402380952380953,0.7412637362637362,1.9
349,839,2.4040114613180514,0.0,0.6688311688311688,0.8214285714285714,1.3116883116883118
1248,3773,3.0232371794871793,0.0,0.48867700926524443,0.895087265675501,1.339366515837104
79,228,2.8860759493670884,0.0,0.6363636363636364,0.9090909090909091,1.0909090909090908
1267,3616,2.8539857932123125,0.0,0.415826418951419,0.8090939153439154,1.6628787878787878
1798,5970,3.3203559510567295,0.0,0.5034080298786184,0.869607843137255,1.680672268907563
1267,3191,2.5185477505919494,0.0,0.5116666666666665,0.813695652173913,1.6521739130434783
1742,5580,3.2032146957520093,0.0,0.6902293844367015,0.7613675958188153,1.8658536585365855
600,1567,2.611666666666667,0.0,0.5783333333333334,0.8633333333333334,1.2666666666666666
211,531,2.5165876777251186,0.0,0.3076923076923077,0.34615384615384615,2.5
504,1328,2.634920634920635,0.0,0.596264367816092,0.896551724137931,1.4051724137931034
413,1294,3.1331719128329296,0.0,0.6145833333333334,0.9166666666666666,1.5625
934,2489,2.664882226980728,0.0,0.41102175292119414,0.7188163791515747,1.9273743016759777
