total_tokens,total_bytes,compression,token_span_score,raw_identifier_splitting_score,identifier_splitting_score,identifier_fertility
176,676,3.840909090909091,0.0,0.5,1.0,1.0
1727,5468,3.1661841343370005,0.0,0.4551458192696863,0.8500059943413417,1.70392749244713
121,268,2.2148760330578514,0.0,0.4876543209876543,0.8888888888888888,1.2222222222222223
386,1381,3.577720207253886,0.0,0.5160886818495514,0.8552018633540371,2.4347826086956523
301,908,3.0166112956810633,0.0,0.5088212334113974,0.6718969555035129,1.9836065573770492
2358,8699,3.6891433418150976,0.0,0.54036470143613,0.8560808767951625,1.6452380952380952
123,402,3.268292682926829,0.0,0.33999999999999997,0.74,1.6
67,231,3.4477611940298507,0.0,0.2222222222222222,1.0,1.0
1778,5462,3.0719910011248595,0.0,0.6494999009704893,0.7306545850663497,4.137254901960785
453,1327,2.9293598233995586,0.0,0.41851851851851857,0.9055555555555556,1.9444444444444444
2183,6772,3.102153000458085,0.0,0.49361411847548625,0.8649678725464306,1.4158964879852125
190,450,2.3684210526315788,0.0,0.6486486486486487,0.9459459459459459,1.0
189,448,2.3703703703703702,0.0,0.6074074074074074,0.9166666666666666,1.3333333333333333
3433,9966,2.9030002912904167,0.0,0.6798026998961579,0.9440420560747661,1.4591121495327102
384,1003,2.6119791666666665,0.0,0.5985663082437277,0.8521505376344086,1.2688172043010753
196,425,2.1683673469387754,0.0,0.5698412698412698,0.8172619047619049,1.7142857142857142
349,1343,3.848137535816619,0.0,0.36944444444444446,0.8277777777777778,2.111111111111111
3069,9154,2.9827305311176278,0.0,0.6292943361188484,0.8864902506963789,1.4066852367688023
1338,3534,2.6412556053811658,0.0,0.5568601869971735,0.8047619047619049,2.2054794520547945
2225,6193,2.783370786516854,0.0,0.7116336996337002,0.8824615384615383,1.4984615384615385
3106,8953,2.8824855119124275,0.0,0.722303732303732,0.8956756756756756,1.545945945945946
541,1553,2.870609981515712,0.0,0.5318287037037037,0.8125,1.4861111111111112
461,1603,3.477223427331887,0.0,0.46985815602836883,0.7925531914893617,1.3191489361702127
936,3257,3.4797008547008548,0.0,0.6428483732351137,0.877738314478646,1.591160220994475
454,1403,3.090308370044053,0.0,0.4064327485380117,0.7280701754385965,1.8596491228070176
803,2454,3.0560398505603983,0.0,0.5759839979352174,0.9296747967479674,1.5934959349593496
3915,11562,2.9532567049808427,0.0,0.6465499881544654,0.9395433546552946,1.4365671641791045
506,2133,4.215415019762846,0.0,0.5264285714285715,0.7202380952380952,3.825
5425,16140,2.975115207373272,0.0,0.5434583207997107,0.8417595244634521,1.7764350453172206
72,177,2.4583333333333335,0.0,0.5606060606060607,0.8333333333333335,1.6363636363636365
3172,9316,2.9369482976040353,0.0,0.5025172014442401,0.8551502145922747,1.6695278969957081
726,2132,2.9366391184573004,0.0,0.5907843137254901,0.9670588235294117,1.3941176470588235
513,1462,2.8499025341130606,0.0,0.37433862433862436,0.6644059644059644,1.6666666666666667
1719,4823,2.8057009889470623,0.0,0.7285885167464112,0.9565789473684209,1.4952153110047848
651,1644,2.525345622119816,0.0,0.611111111111111,0.9333333333333333,1.2066666666666668
982,2659,2.7077393075356415,0.0,0.6254495159059472,0.8850391885661597,1.4813278008298756
51,177,3.4705882352941178,0.0,0.25,0.5,2.5
274,923,3.3686131386861313,0.0,0.4363888888888888,0.7358333333333333,1.8
795,2440,3.069182389937107,0.0,0.523809523809524,0.9415584415584416,1.1363636363636365
599,1627,2.716193656093489,0.0,0.5290476190476191,0.85625,1.4416666666666667
1711,6342,3.706604324956166,0.0,0.9298469387755102,0.9349489795918368,1.8979591836734695
632,1645,2.6028481012658227,0.0,0.3983213429256595,0.8410071942446044,1.2949640287769784
414,1390,3.357487922705314,0.0,0.40608465608465605,0.8202947845804989,1.4285714285714286
603,1498,2.48424543946932,0.0,0.6700258397932816,0.9883720930232558,1.2790697674418605
328,1013,3.0884146341463414,0.0,0.40540540540540543,0.9594594594594594,1.1216216216216217
393,1344,3.4198473282442747,0.0,0.5464285714285714,0.7857142857142857,1.619047619047619
10648,32184,3.022539444027047,0.0,0.27678243330984675,0.5202363684086895,2.8999129677980853
438,1268,2.894977168949772,0.0,0.449063670411985,0.801123595505618,1.5730337078651686
747,1903,2.5475234270414995,0.0,0.2911616161616161,0.7064393939393939,1.3181818181818181
1040,2942,2.828846153846154,0.0,0.662051282051282,0.9146153846153846,1.6307692307692307
1248,3773,3.0232371794871793,0.0,0.5111937082525316,0.9165481577246283,1.3031674208144797
341,839,2.4604105571847508,0.0,0.7056277056277056,0.8603896103896104,1.2597402597402598
72,228,3.1666666666666665,0.0,0.36363636363636365,1.0,1.0
1238,3616,2.9208400646203554,0.0,0.4594727032227032,0.8693753006253007,1.5454545454545454
6653,18811,2.827446264842928,0.0,0.5889176443524274,0.8817920404876926,1.2077294685990339
1749,5970,3.4133790737564325,0.0,0.4730158730158732,0.8453781512605044,1.5406162464985995
1218,3191,2.6198686371100166,0.0,0.5939130434782607,0.8936231884057971,1.491304347826087
583,1567,2.6878216123499143,0.0,0.6722222222222223,0.95,1.1166666666666667
202,531,2.628712871287129,0.0,0.3942307692307692,0.4326923076923077,2.3461538461538463
490,1328,2.710204081632653,0.0,0.625,0.9310344827586207,1.3017241379310345
410,1294,3.15609756097561,0.0,0.6118055555555555,0.9,1.5625
1661,5580,3.359422034918724,0.0,0.7238095238095238,0.8681184668989549,1.5731707317073171
1872,5308,2.8354700854700856,0.0,0.5271622934888239,0.8360463232912217,1.6700680272108843
162,530,3.271604938271605,0.0,0.6113636363636363,0.6590909090909091,2.0
